country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
India,1996,IND,982365248,2323733020672.000,34.079,0.035,825.919,63.798,8.370,0.841,0.355,0.269,505.217,0.514,770.262,0.784,0.331,490.018,15271.672,10697.416,113.393,312.762,3658.083,,3136.951,1.326,3.715,0.004,39.747,0.041,1.519,1.296,543.920,0.554,171.670,0.175,243.160,0.248,,,3081.631,5.330,3.420,5.580,3.140,1.610,2.180,1.180,0.300,1.120,,1.570,0.900,2.530,,1272.740,1492.170,-55.657,-6.740
India,1997,IND,1000899968,2403114156032.000,37.418,0.037,859.686,33.767,4.090,0.859,0.358,0.266,528.474,0.528,805.435,0.805,0.335,527.436,16131.357,11225.890,116.962,358.785,3902.285,,3249.086,1.353,3.569,0.004,46.024,0.046,1.550,1.331,551.860,0.551,176.810,0.177,244.202,0.244,,,3252.010,5.680,3.540,5.870,3.240,1.660,2.250,1.190,0.330,1.160,,1.470,1.040,2.500,,1331.880,1551.530,-54.251,-6.310
India,1998,IND,1019483584,2541494206464.000,39.026,0.038,877.698,18.012,2.100,0.861,0.345,0.256,524.872,0.515,822.335,0.807,0.324,566.463,17009.057,11750.762,120.274,406.381,4165.177,,3383.573,1.357,3.312,0.003,47.595,0.047,1.552,1.336,560.550,0.550,180.720,0.177,262.892,0.258,,,3449.497,5.960,3.630,5.990,3.350,1.710,2.320,1.190,0.360,1.210,,1.430,1.060,2.670,,1362.330,1581.960,-55.363,-6.310
India,1999,IND,1038058112,2681321029632.000,44.592,0.043,951.749,74.051,8.440,0.917,0.355,0.269,561.326,0.541,905.933,0.873,0.338,611.055,17960.805,12312.088,123.279,448.696,4465.687,,3419.354,1.324,3.004,0.003,42.316,0.041,1.598,1.388,569.230,0.548,184.190,0.177,300.510,0.289,,,3549.489,6.510,3.880,6.460,3.470,1.760,2.390,1.190,0.380,1.260,,1.340,0.920,2.980,,1440.380,1658.410,-45.816,-4.810
India,2000,IND,1056575488,2773211152384.000,45.957,0.043,978.919,27.171,2.850,0.927,0.353,0.264,573.692,0.543,897.026,0.849,0.324,657.012,18939.725,12885.780,126.389,492.569,4777.973,,3528.867,1.344,3.111,0.003,43.873,0.041,1.606,1.399,573.000,0.542,180.540,0.171,312.287,0.296,,,3728.514,6.400,3.880,6.370,3.590,1.810,2.450,1.190,0.410,1.310,,1.150,0.930,3.040,,1477.870,1697.230,-81.893,-8.370
India,2001,IND,1075000064,2906877853696.000,46.740,0.043,992.560,13.641,1.390,0.923,0.342,0.266,582.912,0.542,920.994,0.857,0.317,703.752,19932.285,13468.691,129.614,536.138,5094.089,,3482.653,1.288,3.224,0.003,43.569,0.041,1.600,1.605,574.730,0.535,184.860,0.172,316.115,0.294,,,3743.853,6.250,3.900,6.430,3.690,1.860,2.520,1.190,0.430,1.350,,1.190,0.910,3.050,,1725.860,1719.690,-71.566,-7.210
India,2002,IND,1093317120,2989575634944.000,49.111,0.045,1023.027,30.467,3.070,0.936,0.342,0.266,599.450,0.548,940.248,0.860,0.315,752.863,20955.312,14068.142,132.358,583.272,5418.676,,3535.801,1.293,2.744,0.002,47.134,0.043,1.590,1.595,567.320,0.519,178.710,0.163,324.588,0.297,,,3865.751,6.230,3.930,6.340,3.790,1.910,2.590,1.190,0.450,1.400,,0.960,0.960,3.130,,1744.380,1738.530,-82.779,-8.090
India,2003,IND,1111523072,3212953780224.000,50.880,0.046,1059.616,36.589,3.580,0.953,0.330,0.266,626.782,0.564,990.400,0.891,0.308,803.743,22014.928,14694.923,134.388,633.260,5748.613,,3602.335,1.246,2.030,0.002,49.988,0.045,1.601,1.608,575.750,0.518,187.280,0.168,329.937,0.297,,,4004.078,6.000,3.870,6.110,3.880,1.960,2.650,1.180,0.470,1.450,,0.700,0.980,3.090,,1787.880,1779.370,-69.216,-6.530
India,2004,IND,1129623552,3454210932736.000,55.545,0.049,1125.471,65.855,6.210,0.996,0.326,0.260,670.922,0.594,1054.051,0.933,0.305,859.288,23140.398,15365.846,136.290,682.844,6096.131,,3848.700,1.259,1.902,0.002,49.585,0.044,1.652,1.661,583.040,0.516,194.890,0.173,347.518,0.308,,,4347.582,6.130,3.930,6.160,3.980,2.010,2.720,1.160,0.480,1.490,,0.610,0.940,3.160,,1876.850,1866.500,-71.421,-6.350
India,2005,IND,1147609856,3709371154432.000,59.687,0.052,1185.953,60.482,5.370,1.033,0.320,0.259,722.497,0.630,1095.810,0.955,0.295,918.974,24326.354,16088.343,137.975,733.283,6447.777,,4011.477,1.241,1.685,0.002,50.439,0.044,1.690,1.698,594.880,0.518,203.350,0.177,351.646,0.306,,,4603.610,6.220,4.010,6.240,4.070,2.060,2.790,1.140,0.500,1.540,,0.510,0.940,3.170,,1948.110,1940.030,-90.143,-7.600
India,2006,IND,1165486208,4024058511360.000,64.905,0.056,1259.744,73.791,6.220,1.081,0.313,0.261,774.666,0.665,1179.948,1.012,0.293,983.880,25586.096,16863.008,139.814,782.725,6816.668,,4161.113,1.205,1.839,0.002,49.442,0.042,1.748,1.755,603.220,0.518,212.940,0.183,368.891,0.317,,,4849.720,6.200,4.120,6.340,4.170,2.110,2.860,1.130,0.510,1.580,,0.550,0.900,3.290,,2045.400,2037.300,-79.797,-6.330
India,2007,IND,1183209472,4355554279424.000,68.333,0.058,1358.152,98.408,7.810,1.148,0.312,0.259,843.677,0.713,1277.397,1.080,0.293,1052.213,26944.248,17706.686,142.233,835.421,7207.696,,4448.166,1.208,2.418,0.002,52.696,0.045,1.843,1.852,616.140,0.521,223.650,0.189,391.028,0.331,,,5263.111,6.090,4.310,6.590,4.250,2.170,2.940,1.110,0.530,1.630,,0.690,0.920,3.480,,2191.170,2180.790,-80.755,-5.950
India,2008,IND,1200669696,4601841975296.000,73.245,0.061,1462.815,104.662,7.710,1.218,0.318,0.264,912.093,0.760,1363.872,1.136,0.296,1125.458,28407.062,18618.779,144.347,898.467,7620.013,,4639.658,1.211,2.114,0.002,63.047,0.052,1.900,1.907,622.340,0.518,227.160,0.189,412.316,0.343,,,5570.697,6.430,4.560,6.890,4.350,2.230,3.030,1.100,0.550,1.680,,0.580,1.070,3.680,,2289.140,2281.000,-98.943,-6.760
India,2009,IND,1217726208,4945730863104.000,81.268,0.067,1612.817,150.002,10.250,1.324,0.326,0.271,985.349,0.809,1539.689,1.264,0.311,1206.726,30019.879,19604.127,146.252,1011.152,8051.623,,4929.873,1.214,1.905,0.002,112.685,0.093,1.990,2.003,622.390,0.511,235.780,0.194,431.610,0.354,,,6003.236,6.940,5.100,7.540,4.460,2.300,3.120,1.080,0.600,1.740,,0.520,1.960,3.920,,2438.920,2423.800,-73.128,-4.530
India,2010,IND,1234281088,5314516615168.000,86.029,0.070,1677.888,65.071,4.030,1.359,0.316,0.269,1017.376,0.824,1588.695,1.287,0.299,1292.755,31697.766,20621.502,148.117,1145.396,8489.996,,5079.442,1.180,1.865,0.002,134.244,0.109,2.053,2.063,627.110,0.508,243.220,0.197,438.373,0.355,,,6269.459,6.900,5.030,7.280,4.570,2.360,3.210,1.070,0.650,1.790,,0.510,2.160,3.880,,2546.790,2533.990,-89.193,-5.320
India,2011,IND,1250288000,5675666636800.000,91.314,0.073,1780.130,102.242,6.090,1.424,0.314,0.269,1091.465,0.873,1664.061,1.331,0.293,1384.070,33477.898,21712.967,150.194,1281.760,8948.905,,5319.343,1.172,2.077,0.002,136.364,0.109,2.116,2.067,631.480,0.505,249.070,0.199,458.909,0.367,,,6650.710,6.800,5.160,7.380,4.670,2.430,3.310,1.060,0.700,1.840,,0.590,2.140,4.050,,2584.750,2645.630,-116.069,-6.520
India,2012,IND,1265780224,5949387964416.000,100.237,0.079,1963.586,183.456,10.310,1.551,0.330,0.282,1247.112,0.985,1822.407,1.440,0.306,1484.307,35441.484,22960.080,152.272,1407.365,9437.459,,5568.177,1.185,2.077,0.002,125.605,0.099,2.209,2.165,632.590,0.500,250.140,0.198,488.554,0.386,,,7048.088,7.270,5.610,8.340,4.790,2.510,3.420,1.040,0.750,1.900,,0.570,1.930,4.250,,2740.400,2795.860,-141.179,-7.190
India,2013,IND,1280842112,6320315957248.000,107.820,0.084,2036.937,73.351,3.740,1.590,0.322,0.282,1320.664,1.031,1828.507,1.428,0.289,1592.126,37478.422,24280.744,154.393,1518.054,9933.101,,5694.960,1.154,2.121,0.002,110.689,0.086,2.236,2.189,634.570,0.495,248.330,0.194,495.642,0.387,,,7294.344,7.490,5.770,8.780,4.910,2.590,3.540,1.030,0.780,1.950,,0.570,1.690,4.280,,2804.340,2863.840,-208.430,-10.230
India,2014,IND,1295600768,6754740994048.000,115.825,0.089,2185.856,148.919,7.310,1.687,0.324,0.283,1447.723,1.117,1981.264,1.529,0.293,1707.951,39664.273,25728.467,156.068,1627.522,10444.268,,6020.198,1.155,1.674,0.001,109.467,0.084,2.350,2.304,637.040,0.492,250.580,0.193,511.166,0.394,,,7799.773,7.750,6.150,9.610,5.030,2.680,3.670,1.020,0.810,2.000,,0.440,1.640,4.390,,2984.520,3044.960,-204.592,-9.360
India,2015,IND,1310152320,7259602550784.000,117.508,0.090,2268.567,82.712,3.780,1.732,0.312,0.285,1487.726,1.135,2078.202,1.586,0.286,1825.459,41932.844,27216.193,157.742,1734.393,10999.057,,6129.212,1.106,1.674,0.001,106.871,0.082,2.339,2.292,640.430,0.489,254.050,0.194,554.789,0.424,,,8030.202,8.180,6.390,10.110,5.160,2.760,3.800,1.000,0.830,2.060,,0.450,1.570,4.670,,3003.070,3064.540,-190.365,-8.390
India,2016,IND,1324517248,7767449403392.000,123.281,0.093,2382.223,113.656,5.010,1.799,0.307,0.286,1530.271,1.155,2178.528,1.645,0.280,1948.741,44315.066,28746.463,159.626,1848.015,11612.223,,6325.988,1.079,1.883,0.001,113.622,0.086,2.345,2.323,645.120,0.487,253.400,0.191,613.166,0.463,,,8378.880,8.340,6.720,10.660,5.290,2.850,3.930,0.990,0.860,2.130,,0.490,1.630,5.130,,3076.480,3106.340,-203.696,-8.550
India,2017,IND,1338676736,8275647004672.000,121.047,0.090,2433.856,51.633,2.170,1.818,0.294,0.281,1561.224,1.166,2243.221,1.676,0.271,2069.788,46748.922,30307.686,161.201,1966.937,12243.310,,6499.739,1.051,1.576,0.001,118.922,0.089,2.422,2.402,650.820,0.486,259.550,0.194,631.087,0.471,,,8701.049,8.070,6.770,10.800,5.400,2.940,4.070,0.980,0.880,2.200,,0.370,1.670,5.200,,3215.070,3242.170,-190.634,-7.830
India,2018,IND,1352642304,8835757506560.000,138.965,0.103,2599.806,165.950,6.820,1.922,0.294,0.282,1677.771,1.240,2363.275,1.747,0.268,2208.753,49348.727,31985.459,162.879,2093.138,12898.500,,6846.119,1.048,1.678,0.001,126.201,0.093,2.505,2.484,657.150,0.486,265.590,0.196,655.190,0.484,,,9260.351,8.870,7.090,11.400,5.530,3.040,4.210,0.960,0.910,2.270,,0.410,1.690,5.370,,3360.560,3388.920,-236.531,-9.100
India,2019,IND,1366417792,,143.664,0.105,2625.968,26.162,1.010,1.922,,0.279,1677.934,1.228,2410.473,1.764,,2352.417,51974.695,33663.395,164.557,2221.818,13572.512,,6941.970,,1.678,0.001,128.680,0.094,2.485,2.462,658.090,0.482,261.740,0.192,674.011,0.493,,,9485.631,8.930,7.150,11.510,5.660,3.130,4.350,0.950,0.930,2.330,,0.390,1.700,5.510,,3363.600,3394.870,-215.495,-8.210
India,2020,IND,1380004352,,122.908,0.089,2441.792,-184.176,-7.010,1.769,,0.275,1587.552,1.150,,,,2475.325,54416.492,35250.945,166.235,2348.802,14175.181,,6479.627,,1.678,0.001,126.984,0.092,,,,,,,602.670,0.437,,,8941.913,7.560,7.020,11.360,5.730,3.210,4.470,0.930,0.960,2.390,,0.390,1.720,5.440,,,,,
